"country","continent","year","lifeExp","gdpPercap","pop"
"Eritrea","Africa",1982,43.89,524.8758493,2637297
"Eritrea","Africa",1987,46.453,521.1341333,2915959
"Eritrea","Africa",1992,49.991,582.8585102,3668440
"Eritrea","Africa",1997,53.378,913.47079,4058319
"Eritrea","Africa",2002,55.24,765.3500015,4414865
"Eritrea","Africa",2007,58.04,641.3695236,4906585
"Ethiopia","Africa",1952,34.078,362.1462796,20860941
"Ethiopia","Africa",1957,36.667,378.9041632,22815614
"Ethiopia","Africa",1962,40.059,419.4564161,25145372
"Ethiopia","Africa",1967,42.115,516.1186438,27860297
"Ethiopia","Africa",1972,43.515,566.2439442,30770372
"Ethiopia","Africa",1977,44.51,556.8083834,34617799
"Ethiopia","Africa",1982,44.916,577.8607471,38111756
"Ethiopia","Africa",1987,46.684,573.7413142,42999530
"Ethiopia","Africa",1992,48.091,421.3534653,52088559
"Ethiopia","Africa",1997,49.402,515.8894013,59861301
"Ethiopia","Africa",2002,50.725,530.0535319,67946797
"Ethiopia","Africa",2007,52.947,690.8055759,76511887
"Finland","Europe",1952,66.55,6424.519071,4090500
"Finland","Europe",1957,67.49,7545.415386,4324000
"Finland","Europe",1962,68.75,9371.842561,4491443
"Finland","Europe",1967,69.83,10921.63626,4605744
"Finland","Europe",1972,70.87,14358.8759,4639657
"Finland","Europe",1977,72.52,15605.42283,4738902
"Finland","Europe",1982,74.55,18533.15761,4826933
"Finland","Europe",1987,74.83,21141.01223,4931729
"Finland","Europe",1992,75.7,20647.16499,5041039
"Finland","Europe",1997,77.13,23723.9502,5134406
"Finland","Europe",2002,78.37,28204.59057,5193039
"Finland","Europe",2007,79.313,33207.0844,5238460
"France","Europe",1952,67.41,7029.809327,42459667
"France","Europe",1957,68.93,8662.834898,44310863
"France","Europe",1962,70.51,10560.48553,47124000
"France","Europe",1967,71.55,12999.91766,49569000
"France","Europe",1972,72.38,16107.19171,51732000
"France","Europe",1977,73.83,18292.63514,53165019
"France","Europe",1982,74.89,20293.89746,54433565
"France","Europe",1987,76.34,22066.44214,55630100
"France","Europe",1992,77.46,24703.79615,57374179
"France","Europe",1997,78.64,25889.78487,58623428
"France","Europe",2002,79.59,28926.03234,59925035
"France","Europe",2007,80.657,30470.0167,61083916
"Gabon","Africa",1952,37.003,4293.476475,420702
"Gabon","Africa",1957,38.999,4976.198099,434904
"Gabon","Africa",1962,40.489,6631.459222,455661
"Gabon","Africa",1967,44.598,8358.761987,489004
"Gabon","Africa",1972,48.69,11401.94841,537977
"Gabon","Africa",1977,52.79,21745.57328,706367
"Gabon","Africa",1982,56.564,15113.36194,753874
"Gabon","Africa",1987,60.19,11864.40844,880397
"Gabon","Africa",1992,61.366,13522.15752,985739
"Gabon","Africa",1997,60.461,14722.84188,1126189
"Gabon","Africa",2002,56.761,12521.71392,1299304
"Gabon","Africa",2007,56.735,13206.48452,1454867
"Gambia","Africa",1952,30,485.2306591,284320
"Gambia","Africa",1957,32.065,520.9267111,323150
"Gambia","Africa",1962,33.896,599.650276,374020
"Gambia","Africa",1967,35.857,734.7829124,439593
"Gambia","Africa",1972,38.308,756.0868363,517101
"Gambia","Africa",1977,41.842,884.7552507,608274
"Gambia","Africa",1982,45.58,835.8096108,715523
"Gambia","Africa",1987,49.265,611.6588611,848406
"Gambia","Africa",1992,52.644,665.6244126,1025384
"Gambia","Africa",1997,55.861,653.7301704,1235767
"Gambia","Africa",2002,58.041,660.5855997,1457766
"Gambia","Africa",2007,59.448,752.7497265,1688359
"Germany","Europe",1952,67.5,7144.114393,69145952
"Germany","Europe",1957,69.1,10187.82665,71019069
"Germany","Europe",1962,70.3,12902.46291,73739117
"Germany","Europe",1967,70.8,14745.62561,76368453
"Germany","Europe",1972,71,18016.18027,78717088
"Germany","Europe",1977,72.5,20512.92123,78160773
"Germany","Europe",1982,73.8,22031.53274,78335266
"Germany","Europe",1987,74.847,24639.18566,77718298
"Germany","Europe",1992,76.07,26505.30317,80597764
"Germany","Europe",1997,77.34,27788.88416,82011073
"Germany","Europe",2002,78.67,30035.80198,82350671
"Germany","Europe",2007,79.406,32170.37442,82400996
"Ghana","Africa",1952,43.149,911.2989371,5581001
"Ghana","Africa",1957,44.779,1043.561537,6391288
"Ghana","Africa",1962,46.452,1190.041118,7355248
"Ghana","Africa",1967,48.072,1125.69716,8490213
"Ghana","Africa",1972,49.875,1178.223708,9354120
"Ghana","Africa",1977,51.756,993.2239571,10538093
"Ghana","Africa",1982,53.744,876.032569,11400338
"Ghana","Africa",1987,55.729,847.0061135,14168101
"Ghana","Africa",1992,57.501,925.060154,16278738
"Ghana","Africa",1997,58.556,1005.245812,18418288
"Ghana","Africa",2002,58.453,1111.984578,20550751
"Ghana","Africa",2007,60.022,1327.60891,22873338
"Greece","Europe",1952,65.86,3530.690067,7733250
"Greece","Europe",1957,67.86,4916.299889,8096218
"Greece","Europe",1962,69.51,6017.190733,8448233
"Greece","Europe",1967,71,8513.097016,8716441
"Greece","Europe",1972,72.34,12724.82957,8888628
"Greece","Europe",1977,73.68,14195.52428,9308479
"Greece","Europe",1982,75.24,15268.42089,9786480
"Greece","Europe",1987,76.67,16120.52839,9974490
"Greece","Europe",1992,77.03,17541.49634,10325429
"Greece","Europe",1997,77.869,18747.69814,10502372
"Greece","Europe",2002,78.256,22514.2548,10603863
"Greece","Europe",2007,79.483,27538.41188,10706290
"Guatemala","Americas",1952,42.023,2428.237769,3146381
"Guatemala","Americas",1957,44.142,2617.155967,3640876
"Guatemala","Americas",1962,46.954,2750.364446,4208858
"Guatemala","Americas",1967,50.016,3242.531147,4690773
"Guatemala","Americas",1972,53.738,4031.408271,5149581
"Guatemala","Americas",1977,56.029,4879.992748,5703430
"Guatemala","Americas",1982,58.137,4820.49479,6395630
"Guatemala","Americas",1987,60.782,4246.485974,7326406
"Guatemala","Americas",1992,63.373,4439.45084,8486949
"Guatemala","Americas",1997,66.322,4684.313807,9803875
"Guatemala","Americas",2002,68.978,4858.347495,11178650
"Guatemala","Americas",2007,70.259,5186.050003,12572928
"Guinea","Africa",1952,33.609,510.1964923,2664249
"Guinea","Africa",1957,34.558,576.2670245,2876726
"Guinea","Africa",1962,35.753,686.3736739,3140003
"Guinea","Africa",1967,37.197,708.7595409,3451418
"Guinea","Africa",1972,38.842,741.6662307,3811387
"Guinea","Africa",1977,40.762,874.6858643,4227026
"Guinea","Africa",1982,42.891,857.2503577,4710497
"Guinea","Africa",1987,45.552,805.5724718,5650262
"Guinea","Africa",1992,48.576,794.3484384,6990574
"Guinea","Africa",1997,51.455,869.4497668,8048834
"Guinea","Africa",2002,53.676,945.5835837,8807818
"Guinea","Africa",2007,56.007,942.6542111,9947814
"Guinea-Bissau","Africa",1952,32.5,299.850319,580653
"Guinea-Bissau","Africa",1957,33.489,431.7904566,601095
"Guinea-Bissau","Africa",1962,34.488,522.0343725,627820
"Guinea-Bissau","Africa",1967,35.492,715.5806402,601287
"Guinea-Bissau","Africa",1972,36.486,820.2245876,625361
"Guinea-Bissau","Africa",1977,37.465,764.7259628,745228
"Guinea-Bissau","Africa",1982,39.327,838.1239671,825987
"Guinea-Bissau","Africa",1987,41.245,736.4153921,927524
"Guinea-Bissau","Africa",1992,43.266,745.5398706,1050938
"Guinea-Bissau","Africa",1997,44.873,796.6644681,1193708
"Guinea-Bissau","Africa",2002,45.504,575.7047176,1332459
"Guinea-Bissau","Africa",2007,46.388,579.231743,1472041
"Haiti","Americas",1952,37.579,1840.366939,3201488
"Haiti","Americas",1957,40.696,1726.887882,3507701
"Haiti","Americas",1962,43.59,1796.589032,3880130
"Haiti","Americas",1967,46.243,1452.057666,4318137
"Haiti","Americas",1972,48.042,1654.456946,4698301
"Haiti","Americas",1977,49.923,1874.298931,4908554
"Haiti","Americas",1982,51.461,2011.159549,5198399
"Haiti","Americas",1987,53.636,1823.015995,5756203
"Haiti","Americas",1992,55.089,1456.309517,6326682
"Haiti","Americas",1997,56.671,1341.726931,6913545
"Haiti","Americas",2002,58.137,1270.364932,7607651
"Haiti","Americas",2007,60.916,1201.637154,8502814
"Honduras","Americas",1952,41.912,2194.926204,1517453
"Honduras","Americas",1957,44.665,2220.487682,1770390
"Honduras","Americas",1962,48.041,2291.156835,2090162
"Honduras","Americas",1967,50.924,2538.269358,2500689
"Honduras","Americas",1972,53.884,2529.842345,2965146
"Honduras","Americas",1977,57.402,3203.208066,3055235
"Honduras","Americas",1982,60.909,3121.760794,3669448
"Honduras","Americas",1987,64.492,3023.096699,4372203
"Honduras","Americas",1992,66.399,3081.694603,5077347
"Honduras","Americas",1997,67.659,3160.454906,5867957
"Honduras","Americas",2002,68.565,3099.72866,6677328
"Honduras","Americas",2007,70.198,3548.330846,7483763
"Hong Kong, China","Asia",1952,60.96,3054.421209,2125900
"Hong Kong, China","Asia",1957,64.75,3629.076457,2736300
"Hong Kong, China","Asia",1962,67.65,4692.648272,3305200
"Hong Kong, China","Asia",1967,70,6197.962814,3722800
"Hong Kong, China","Asia",1972,72,8315.928145,4115700
"Hong Kong, China","Asia",1977,73.6,11186.14125,4583700
"Hong Kong, China","Asia",1982,75.45,14560.53051,5264500
"Hong Kong, China","Asia",1987,76.2,20038.47269,5584510
"Hong Kong, China","Asia",1992,77.601,24757.60301,5829696
"Hong Kong, China","Asia",1997,80,28377.63219,6495918
"Hong Kong, China","Asia",2002,81.495,30209.01516,6762476
"Hong Kong, China","Asia",2007,82.208,39724.97867,6980412
"Hungary","Europe",1952,64.03,5263.673816,9504000
"Hungary","Europe",1957,66.41,6040.180011,9839000
"Hungary","Europe",1962,67.96,7550.359877,10063000
"Hungary","Europe",1967,69.5,9326.64467,10223422
"Hungary","Europe",1972,69.76,10168.65611,10394091
"Hungary","Europe",1977,69.95,11674.83737,10637171
"Hungary","Europe",1982,69.39,12545.99066,10705535
"Hungary","Europe",1987,69.58,12986.47998,10612740
"Hungary","Europe",1992,69.17,10535.62855,10348684
"Hungary","Europe",1997,71.04,11712.7768,10244684
"Hungary","Europe",2002,72.59,14843.93556,10083313
"Hungary","Europe",2007,73.338,18008.94444,9956108
"Iceland","Europe",1952,72.49,7267.688428,147962
"Iceland","Europe",1957,73.47,9244.001412,165110
"Iceland","Europe",1962,73.68,10350.15906,182053
"Iceland","Europe",1967,73.73,13319.89568,198676
"Iceland","Europe",1972,74.46,15798.06362,209275
"Iceland","Europe",1977,76.11,19654.96247,221823
"Iceland","Europe",1982,76.99,23269.6075,233997
"Iceland","Europe",1987,77.23,26923.20628,244676
"Iceland","Europe",1992,78.77,25144.39201,259012
"Iceland","Europe",1997,78.95,28061.09966,271192
"Iceland","Europe",2002,80.5,31163.20196,288030
"Iceland","Europe",2007,81.757,36180.78919,301931
"India","Asia",1952,37.373,546.5657493,372000000
"India","Asia",1957,40.249,590.061996,409000000
"India","Asia",1962,43.605,658.3471509,454000000
"India","Asia",1967,47.193,700.7706107,506000000
"India","Asia",1972,50.651,724.032527,567000000
"India","Asia",1977,54.208,813.337323,634000000
"India","Asia",1982,56.596,855.7235377,708000000
"India","Asia",1987,58.553,976.5126756,788000000
"India","Asia",1992,60.223,1164.406809,872000000
"India","Asia",1997,61.765,1458.817442,959000000
"India","Asia",2002,62.879,1746.769454,1034172547
"India","Asia",2007,64.698,2452.210407,1110396331
"Indonesia","Asia",1952,37.468,749.6816546,82052000
"Indonesia","Asia",1957,39.918,858.9002707,90124000
"Indonesia","Asia",1962,42.518,849.2897701,99028000
"Indonesia","Asia",1967,45.964,762.4317721,109343000
"Indonesia","Asia",1972,49.203,1111.107907,121282000
"Indonesia","Asia",1977,52.702,1382.702056,136725000
"Indonesia","Asia",1982,56.159,1516.872988,153343000
"Indonesia","Asia",1987,60.137,1748.356961,169276000
"Indonesia","Asia",1992,62.681,2383.140898,184816000
"Indonesia","Asia",1997,66.041,3119.335603,199278000
"Indonesia","Asia",2002,68.588,2873.91287,211060000
"Indonesia","Asia",2007,70.65,3540.651564,223547000
"Iran","Asia",1952,44.869,3035.326002,17272000
"Iran","Asia",1957,47.181,3290.257643,19792000
"Iran","Asia",1962,49.325,4187.329802,22874000
"Iran","Asia",1967,52.469,5906.731805,26538000
"Iran","Asia",1972,55.234,9613.818607,30614000
"Iran","Asia",1977,57.702,11888.59508,35480679
"Iran","Asia",1982,59.62,7608.334602,43072751
"Iran","Asia",1987,63.04,6642.881371,51889696
"Iran","Asia",1992,65.742,7235.653188,60397973
"Iran","Asia",1997,68.042,8263.590301,63327987
"Iran","Asia",2002,69.451,9240.761975,66907826
"Iran","Asia",2007,70.964,11605.71449,69453570
"Iraq","Asia",1952,45.32,4129.766056,5441766
"Iraq","Asia",1957,48.437,6229.333562,6248643
"Iraq","Asia",1962,51.457,8341.737815,7240260
"Iraq","Asia",1967,54.459,8931.459811,8519282
"Iraq","Asia",1972,56.95,9576.037596,10061506
"Iraq","Asia",1977,60.413,14688.23507,11882916
"Iraq","Asia",1982,62.038,14517.90711,14173318
"Iraq","Asia",1987,65.044,11643.57268,16543189
"Iraq","Asia",1992,59.461,3745.640687,17861905
"Iraq","Asia",1997,58.811,3076.239795,20775703
"Iraq","Asia",2002,57.046,4390.717312,24001816
"Iraq","Asia",2007,59.545,4471.061906,27499638
"Ireland","Europe",1952,66.91,5210.280328,2952156
"Ireland","Europe",1957,68.9,5599.077872,2878220
"Ireland","Europe",1962,70.29,6631.597314,2830000
"Ireland","Europe",1967,71.08,7655.568963,2900100
"Ireland","Europe",1972,71.28,9530.772896,3024400
"Ireland","Europe",1977,72.03,11150.98113,3271900
"Ireland","Europe",1982,73.1,12618.32141,3480000
"Ireland","Europe",1987,74.36,13872.86652,3539900
"Ireland","Europe",1992,75.467,17558.81555,3557761
"Ireland","Europe",1997,76.122,24521.94713,3667233
"Ireland","Europe",2002,77.783,34077.04939,3879155
"Ireland","Europe",2007,78.885,40675.99635,4109086
"Israel","Asia",1952,65.39,4086.522128,1620914
"Israel","Asia",1957,67.84,5385.278451,1944401
"Israel","Asia",1962,69.39,7105.630706,2310904
"Israel","Asia",1967,70.75,8393.741404,2693585
"Israel","Asia",1972,71.63,12786.93223,3095893
"Israel","Asia",1977,73.06,13306.61921,3495918
"Israel","Asia",1982,74.45,15367.0292,3858421
"Israel","Asia",1987,75.6,17122.47986,4203148
"Israel","Asia",1992,76.93,18051.52254,4936550
"Israel","Asia",1997,78.269,20896.60924,5531387
"Israel","Asia",2002,79.696,21905.59514,6029529
"Israel","Asia",2007,80.745,25523.2771,6426679
"Italy","Europe",1952,65.94,4931.404155,47666000
"Italy","Europe",1957,67.81,6248.656232,49182000
"Italy","Europe",1962,69.24,8243.58234,50843200
"Italy","Europe",1967,71.06,10022.40131,52667100
"Italy","Europe",1972,72.19,12269.27378,54365564
"Italy","Europe",1977,73.48,14255.98475,56059245
"Italy","Europe",1982,74.98,16537.4835,56535636
"Italy","Europe",1987,76.42,19207.23482,56729703
"Italy","Europe",1992,77.44,22013.64486,56840847
"Italy","Europe",1997,78.82,24675.02446,57479469
"Italy","Europe",2002,80.24,27968.09817,57926999
"Italy","Europe",2007,80.546,28569.7197,58147733
"Jamaica","Americas",1952,58.53,2898.530881,1426095
"Jamaica","Americas",1957,62.61,4756.525781,1535090
"Jamaica","Americas",1962,65.61,5246.107524,1665128
"Jamaica","Americas",1967,67.51,6124.703451,1861096
"Jamaica","Americas",1972,69,7433.889293,1997616
"Jamaica","Americas",1977,70.11,6650.195573,2156814
"Jamaica","Americas",1982,71.21,6068.05135,2298309
"Jamaica","Americas",1987,71.77,6351.237495,2326606
"Jamaica","Americas",1992,71.766,7404.923685,2378618
"Jamaica","Americas",1997,72.262,7121.924704,2531311
"Jamaica","Americas",2002,72.047,6994.774861,2664659
"Jamaica","Americas",2007,72.567,7320.880262,2780132
"Japan","Asia",1952,63.03,3216.956347,86459025
"Japan","Asia",1957,65.5,4317.694365,91563009
"Japan","Asia",1962,68.73,6576.649461,95831757
"Japan","Asia",1967,71.43,9847.788607,100825279
"Japan","Asia",1972,73.42,14778.78636,107188273
"Japan","Asia",1977,75.38,16610.37701,113872473
"Japan","Asia",1982,77.11,19384.10571,118454974
"Japan","Asia",1987,78.67,22375.94189,122091325
"Japan","Asia",1992,79.36,26824.89511,124329269
"Japan","Asia",1997,80.69,28816.58499,125956499
"Japan","Asia",2002,82,28604.5919,127065841
"Japan","Asia",2007,82.603,31656.06806,127467972
"Jordan","Asia",1952,43.158,1546.907807,607914
"Jordan","Asia",1957,45.669,1886.080591,746559
"Jordan","Asia",1962,48.126,2348.009158,933559
"Jordan","Asia",1967,51.629,2741.796252,1255058
"Jordan","Asia",1972,56.528,2110.856309,1613551
"Jordan","Asia",1977,61.134,2852.351568,1937652
"Jordan","Asia",1982,63.739,4161.415959,2347031
"Jordan","Asia",1987,65.869,4448.679912,2820042
"Jordan","Asia",1992,68.015,3431.593647,3867409
"Jordan","Asia",1997,69.772,3645.379572,4526235
"Jordan","Asia",2002,71.263,3844.917194,5307470
"Jordan","Asia",2007,72.535,4519.461171,6053193
"Kenya","Africa",1952,42.27,853.540919,6464046
"Kenya","Africa",1957,44.686,944.4383152,7454779
"Kenya","Africa",1962,47.949,896.9663732,8678557
"Kenya","Africa",1967,50.654,1056.736457,10191512
"Kenya","Africa",1972,53.559,1222.359968,12044785
"Kenya","Africa",1977,56.155,1267.613204,14500404
"Kenya","Africa",1982,58.766,1348.225791,17661452
"Kenya","Africa",1987,59.339,1361.936856,21198082
"Kenya","Africa",1992,59.285,1341.921721,25020539
"Kenya","Africa",1997,54.407,1360.485021,28263827
"Kenya","Africa",2002,50.992,1287.514732,31386842
"Kenya","Africa",2007,54.11,1463.249282,35610177
"Korea, Dem. Rep.","Asia",1952,50.056,1088.277758,8865488
"Korea, Dem. Rep.","Asia",1957,54.081,1571.134655,9411381
"Korea, Dem. Rep.","Asia",1962,56.656,1621.693598,10917494
"Korea, Dem. Rep.","Asia",1967,59.942,2143.540609,12617009
"Korea, Dem. Rep.","Asia",1972,63.983,3701.621503,14781241
"Korea, Dem. Rep.","Asia",1977,67.159,4106.301249,16325320
"Korea, Dem. Rep.","Asia",1982,69.1,4106.525293,17647518
"Korea, Dem. Rep.","Asia",1987,70.647,4106.492315,19067554
"Korea, Dem. Rep.","Asia",1992,69.978,3726.063507,20711375
"Korea, Dem. Rep.","Asia",1997,67.727,1690.756814,21585105
"Korea, Dem. Rep.","Asia",2002,66.662,1646.758151,22215365
"Korea, Dem. Rep.","Asia",2007,67.297,1593.06548,23301725
"Korea, Rep.","Asia",1952,47.453,1030.592226,20947571
"Korea, Rep.","Asia",1957,52.681,1487.593537,22611552
"Korea, Rep.","Asia",1962,55.292,1536.344387,26420307
"Korea, Rep.","Asia",1967,57.716,2029.228142,30131000
"Korea, Rep.","Asia",1972,62.612,3030.87665,33505000
"Korea, Rep.","Asia",1977,64.766,4657.22102,36436000
"Korea, Rep.","Asia",1982,67.123,5622.942464,39326000
"Korea, Rep.","Asia",1987,69.81,8533.088805,41622000
"Korea, Rep.","Asia",1992,72.244,12104.27872,43805450
"Korea, Rep.","Asia",1997,74.647,15993.52796,46173816
"Korea, Rep.","Asia",2002,77.045,19233.98818,47969150
"Korea, Rep.","Asia",2007,78.623,23348.13973,49044790
"Kuwait","Asia",1952,55.565,108382.3529,160000
"Kuwait","Asia",1957,58.033,113523.1329,212846
"Kuwait","Asia",1962,60.47,95458.11176,358266
"Kuwait","Asia",1967,64.624,80894.88326,575003
"Kuwait","Asia",1972,67.712,109347.867,841934
"Kuwait","Asia",1977,69.343,59265.47714,1140357
"Kuwait","Asia",1982,71.309,31354.03573,1497494
"Kuwait","Asia",1987,74.174,28118.42998,1891487
"Kuwait","Asia",1992,75.19,34932.91959,1418095
"Kuwait","Asia",1997,76.156,40300.61996,1765345
"Kuwait","Asia",2002,76.904,35110.10566,2111561
"Kuwait","Asia",2007,77.588,47306.98978,2505559
"Lebanon","Asia",1952,55.928,4834.804067,1439529
"Lebanon","Asia",1957,59.489,6089.786934,1647412
"Lebanon","Asia",1962,62.094,5714.560611,1886848
"Lebanon","Asia",1967,63.87,6006.983042,2186894
"Lebanon","Asia",1972,65.421,7486.384341,2680018
"Lebanon","Asia",1977,66.099,8659.696836,3115787
"Lebanon","Asia",1982,66.983,7640.519521,3086876
"Lebanon","Asia",1987,67.926,5377.091329,3089353
"Lebanon","Asia",1992,69.292,6890.806854,3219994
"Lebanon","Asia",1997,70.265,8754.96385,3430388
"Lebanon","Asia",2002,71.028,9313.93883,3677780
"Lebanon","Asia",2007,71.993,10461.05868,3921278
"Lesotho","Africa",1952,42.138,298.8462121,748747
"Lesotho","Africa",1957,45.047,335.9971151,813338
"Lesotho","Africa",1962,47.747,411.8006266,893143
"Lesotho","Africa",1967,48.492,498.6390265,996380
"Lesotho","Africa",1972,49.767,496.5815922,1116779
"Lesotho","Africa",1977,52.208,745.3695408,1251524
"Lesotho","Africa",1982,55.078,797.2631074,1411807
"Lesotho","Africa",1987,57.18,773.9932141,1599200
"Lesotho","Africa",1992,59.685,977.4862725,1803195
"Lesotho","Africa",1997,55.558,1186.147994,1982823
"Lesotho","Africa",2002,44.593,1275.184575,2046772
"Lesotho","Africa",2007,42.592,1569.331442,2012649
"Liberia","Africa",1952,38.48,575.5729961,863308
"Liberia","Africa",1957,39.486,620.9699901,975950
"Liberia","Africa",1962,40.502,634.1951625,1112796
"Liberia","Africa",1967,41.536,713.6036483,1279406
"Liberia","Africa",1972,42.614,803.0054535,1482628
"Liberia","Africa",1977,43.764,640.3224383,1703617
"Liberia","Africa",1982,44.852,572.1995694,1956875
"Liberia","Africa",1987,46.027,506.1138573,2269414
"Liberia","Africa",1992,40.802,636.6229191,1912974
"Liberia","Africa",1997,42.221,609.1739508,2200725
"Liberia","Africa",2002,43.753,531.4823679,2814651
"Liberia","Africa",2007,45.678,414.5073415,3193942
"Libya","Africa",1952,42.723,2387.54806,1019729
"Libya","Africa",1957,45.289,3448.284395,1201578
"Libya","Africa",1962,47.808,6757.030816,1441863
"Libya","Africa",1967,50.227,18772.75169,1759224
"Libya","Africa",1972,52.773,21011.49721,2183877
"Libya","Africa",1977,57.442,21951.21176,2721783
"Libya","Africa",1982,62.155,17364.27538,3344074
"Libya","Africa",1987,66.234,11770.5898,3799845
"Libya","Africa",1992,68.755,9640.138501,4364501
"Libya","Africa",1997,71.555,9467.446056,4759670
"Libya","Africa",2002,72.737,9534.677467,5368585
"Libya","Africa",2007,73.952,12057.49928,6036914
"Madagascar","Africa",1952,36.681,1443.011715,4762912
"Madagascar","Africa",1957,38.865,1589.20275,5181679
"Madagascar","Africa",1962,40.848,1643.38711,5703324
"Madagascar","Africa",1967,42.881,1634.047282,6334556
"Madagascar","Africa",1972,44.851,1748.562982,7082430
"Madagascar","Africa",1977,46.881,1544.228586,8007166
"Madagascar","Africa",1982,48.969,1302.878658,9171477
"Madagascar","Africa",1987,49.35,1155.441948,10568642
"Madagascar","Africa",1992,52.214,1040.67619,12210395
"Madagascar","Africa",1997,54.978,986.2958956,14165114
"Madagascar","Africa",2002,57.286,894.6370822,16473477
"Madagascar","Africa",2007,59.443,1044.770126,19167654
"Malawi","Africa",1952,36.256,369.1650802,2917802
"Malawi","Africa",1957,37.207,416.3698064,3221238
"Malawi","Africa",1962,38.41,427.9010856,3628608
"Malawi","Africa",1967,39.487,495.5147806,4147252
"Malawi","Africa",1972,41.766,584.6219709,4730997
"Malawi","Africa",1977,43.767,663.2236766,5637246
"Malawi","Africa",1982,45.642,632.8039209,6502825
"Malawi","Africa",1987,47.457,635.5173634,7824747
"Malawi","Africa",1992,49.42,563.2000145,10014249
"Malawi","Africa",1997,47.495,692.2758103,10419991
"Malawi","Africa",2002,45.009,665.4231186,11824495
"Malawi","Africa",2007,48.303,759.3499101,13327079
"Malaysia","Asia",1952,48.463,1831.132894,6748378
"Malaysia","Asia",1957,52.102,1810.066992,7739235
"Malaysia","Asia",1962,55.737,2036.884944,8906385
"Malaysia","Asia",1967,59.371,2277.742396,10154878
"Malaysia","Asia",1972,63.01,2849.09478,11441462
"Malaysia","Asia",1977,65.256,3827.921571,12845381
"Malaysia","Asia",1982,68,4920.355951,14441916
"Malaysia","Asia",1987,69.5,5249.802653,16331785
"Malaysia","Asia",1992,70.693,7277.912802,18319502
"Malaysia","Asia",1997,71.938,10132.90964,20476091
"Malaysia","Asia",2002,73.044,10206.97794,22662365
"Malaysia","Asia",2007,74.241,12451.6558,24821286
"Mali","Africa",1952,33.685,452.3369807,3838168
"Mali","Africa",1957,35.307,490.3821867,4241884
"Mali","Africa",1962,36.936,496.1743428,4690372
"Mali","Africa",1967,38.487,545.0098873,5212416
"Mali","Africa",1972,39.977,581.3688761,5828158
"Mali","Africa",1977,41.714,686.3952693,6491649
"Mali","Africa",1982,43.916,618.0140641,6998256
"Mali","Africa",1987,46.364,684.1715576,7634008
"Mali","Africa",1992,48.388,739.014375,8416215
"Mali","Africa",1997,49.903,790.2579846,9384984
"Mali","Africa",2002,51.818,951.4097518,10580176
"Mali","Africa",2007,54.467,1042.581557,12031795
"Mauritania","Africa",1952,40.543,743.1159097,1022556
"Mauritania","Africa",1957,42.338,846.1202613,1076852
"Mauritania","Africa",1962,44.248,1055.896036,1146757
"Mauritania","Africa",1967,46.289,1421.145193,1230542
"Mauritania","Africa",1972,48.437,1586.851781,1332786
"Mauritania","Africa",1977,50.852,1497.492223,1456688
"Mauritania","Africa",1982,53.599,1481.150189,1622136
"Mauritania","Africa",1987,56.145,1421.603576,1841240
"Mauritania","Africa",1992,58.333,1361.369784,2119465
"Mauritania","Africa",1997,60.43,1483.136136,2444741
"Mauritania","Africa",2002,62.247,1579.019543,2828858
"Mauritania","Africa",2007,64.164,1803.151496,3270065
"Mauritius","Africa",1952,50.986,1967.955707,516556
"Mauritius","Africa",1957,58.089,2034.037981,609816
"Mauritius","Africa",1962,60.246,2529.067487,701016
"Mauritius","Africa",1967,61.557,2475.387562,789309
"Mauritius","Africa",1972,62.944,2575.484158,851334
"Mauritius","Africa",1977,64.93,3710.982963,913025
"Mauritius","Africa",1982,66.711,3688.037739,992040
"Mauritius","Africa",1987,68.74,4783.586903,1042663
"Mauritius","Africa",1992,69.745,6058.253846,1096202
"Mauritius","Africa",1997,70.736,7425.705295,1149818
"Mauritius","Africa",2002,71.954,9021.815894,1200206
"Mauritius","Africa",2007,72.801,10956.99112,1250882
"Mexico","Americas",1952,50.789,3478.125529,30144317
"Mexico","Americas",1957,55.19,4131.546641,35015548
"Mexico","Americas",1962,58.299,4581.609385,41121485
"Mexico","Americas",1967,60.11,5754.733883,47995559
"Mexico","Americas",1972,62.361,6809.40669,55984294
"Mexico","Americas",1977,65.032,7674.929108,63759976
"Mexico","Americas",1982,67.405,9611.147541,71640904
"Mexico","Americas",1987,69.498,8688.156003,80122492
"Mexico","Americas",1992,71.455,9472.384295,88111030
"Mexico","Americas",1997,73.67,9767.29753,95895146
"Mexico","Americas",2002,74.902,10742.44053,102479927
"Mexico","Americas",2007,76.195,11977.57496,108700891
"Mongolia","Asia",1952,42.244,786.5668575,800663
"Mongolia","Asia",1957,45.248,912.6626085,882134
"Mongolia","Asia",1962,48.251,1056.353958,1010280
"Mongolia","Asia",1967,51.253,1226.04113,1149500
"Mongolia","Asia",1972,53.754,1421.741975,1320500
"Mongolia","Asia",1977,55.491,1647.511665,1528000
"Mongolia","Asia",1982,57.489,2000.603139,1756032
"Mongolia","Asia",1987,60.222,2338.008304,2015133
"Mongolia","Asia",1992,61.271,1785.402016,2312802
"Mongolia","Asia",1997,63.625,1902.2521,2494803
"Mongolia","Asia",2002,65.033,2140.739323,2674234
"Mongolia","Asia",2007,66.803,3095.772271,2874127
"Montenegro","Europe",1952,59.164,2647.585601,413834
"Montenegro","Europe",1957,61.448,3682.259903,442829
